date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:49:20	10902/10902	---M--	200	added ('OK')	text/css	etag:%222a96-5774ff96b3cea%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min9e95.css	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:20	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5774ff9687b0b%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=2.2.4	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.minac31.css	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:21	86107/86107	---M--	200	added ('OK')	text/css	etag:%221505b-5774ff963b4e7%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=2.2.4	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.minac31.css	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:22	4677/4677	---M--	200	added ('OK')	text/css	etag:%221245-5775004128fb1%22	http://localhost/wordpress/wp-content/uploads/elementor/css/global.css?ver=1538560432	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/uploads/elementor/css/global9301.css	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:22	4377/4377	---M--	200	added ('OK')	text/css	etag:%221119-577968e8a5e67%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-11.css?ver=1538863403	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/uploads/elementor/css/post-111b29.css	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:22	36995/36995	---M--	200	added ('OK')	text/css	etag:%229083-57746b8d96c4d%22	http://localhost/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=4.9.8	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets5010.css	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:24	1175/1175	---M--	200	added ('OK')	application/javascript	etag:%22497-57746b909bed4%22	http://localhost/wordpress/wp-content/plugins/ocean-extra//includes/widgets/js/mailchimp.min.js?ver=4.9.8	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/ocean-extra/includes/widgets/js/mailchimp.min5010.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:24	197/197	---M--	200	added ('OK')	application/javascript	etag:%22c5-57746b909e1fc%22	http://localhost/wordpress/wp-content/plugins/ocean-extra//includes/widgets/js/share.min.js?ver=4.9.8	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/ocean-extra/includes/widgets/js/share.min5010.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:24	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:25	848/848	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Oct%202018%2022:49:24%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/xmlrpc0db0.php	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:25	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:26	2190/2190	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Oct%202018%2022:49:25%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:26	2285/2285	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Oct%202018%2022:49:25%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:27	5362/5362	---M--	200	added ('OK')	image/jpeg	etag:%2214f2-577822e2c7f1e%22	http://localhost/wordpress/wp-content/uploads/2018/10/6-ways-to-loose-weight-fast-150x150.jpg	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/uploads/2018/10/6-ways-to-loose-weight-fast-150x150.jpg	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:29	9612/9612	---M--	200	added ('OK')	image/jpeg	etag:%22258c-5778226cd0523%22	http://localhost/wordpress/wp-content/uploads/2018/10/advantages-idol-tan-150x150.jpg	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/uploads/2018/10/advantages-idol-tan-150x150.jpg	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:30	25048/25048	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Oct%202018%2022:49:29%20GMT	http://localhost/wordpress/about/	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/about/index.html	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:32	30766/30766	---M--	200	added ('OK')	image/png	etag:%22782e-57782321a68a3%22	http://localhost/wordpress/wp-content/uploads/2018/10/slide_3-1-150x150.png	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/uploads/2018/10/slide_3-1-150x150.png	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:33	14710/14710	---M--	200	added ('OK')	application/javascript	etag:%223976-577524ecc8ef4%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:34	7994/7994	---M--	200	added ('OK')	application/javascript	etag:%221f3a-5405eff119880%22	http://localhost/wordpress/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-includes/js/imagesloaded.min55a0.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:34	54153/54153	---MC-	200	added ('OK')	application/json	date:Sat,%2006%20Oct%202018%2022:49:25%20GMT	http://localhost/wordpress/wp-json/	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-json/index.html	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:34	1248/1248	---M--	200	added ('OK')	application/javascript	etag:%224e0-57746b2290bdd%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/lightbox.min.js?ver=1.5.27	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/lightbox.min6614.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:34	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-5337eac0d4540%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-includes/js/jquery/jqueryb8ff.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:35	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-541f8014be840%22	http://localhost/wordpress/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-includes/js/wp-embed.min5010.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:35	20176/20176	---M--	200	added ('OK')	application/javascript	etag:%224ed0-57746b229a3a2%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min.js?ver=1.5.27	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min6614.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:36	6527/6527	---M--	200	added ('OK')	application/javascript	etag:%22197f-5405eff119880%22	http://localhost/wordpress/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-includes/js/jquery/ui/position.mine899.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:37	10173/10173	---M--	200	added ('OK')	application/javascript	etag:%2227bd-5774ff969fd86%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.5.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/dialog/dialog.min268f.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:37	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5774ff973751c%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:38	293/293	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Oct%202018%2022:49:37%20GMT	http://localhost/robots.txt		(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:38	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-577524ec9f74f%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.4)
00:49:42	36167/36167	---M--	200	added ('OK')	application/javascript	etag:%228d47-5774ff967525b%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.2.4	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.minac31.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:53	123507/123507	---M--	200	added ('OK')	application/javascript	etag:%221e273-57746b227d776%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/js/main.min.js?ver=1.5.27	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/js/main.min6614.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:49:55	122695/122695	---M--	200	added ('OK')	application/javascript	etag:%221df47-5774ff972e0c2%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/swiper.jquery.min.js?ver=4.4.3	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/swiper.jquery.mincb20.js	(from http://maskx:Jebote1990@localhost/wordpress/)
00:50:05	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57746b222c27b%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
00:50:06	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-57746b2233d4d%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.woff2	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
00:50:06	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-57746b222f923%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.svg	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
00:50:10	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57746b222c27b%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfontd41d.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
00:50:11	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-57746b22327fb%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.woff	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
00:50:15	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%227570-57746b223db76%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff2?v=2.4.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff2	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:50:15	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-57746b2237011%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:50:15	239045/239045	---M--	200	added ('OK')	image/svg+xml	etag:%223a5c5-57746b2239334%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.svg?v=2.4.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.svg	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:50:17	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-57746b223e72d%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
00:50:18	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-57746b223e72d%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot?	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slickd41d.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
00:50:18	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22564-57746b2240e35%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.woff	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.woff	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
00:50:18	1892/1892	---M--	200	added ('OK')	font/ttf	etag:%22764-57746b223fe98%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.ttf	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.ttf	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
00:50:18	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22868-57746b223eb12%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.svg	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.svg	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
00:50:21	54056/54056	---M--	200	added ('OK')	font/ttf	etag:%22d328-57746b223b086%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.ttf?v=2.4.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.ttf	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:50:29	81332/81332	---M--	200	added ('OK')	font/woff	etag:%2213db4-57746b223c7f5%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff?v=2.4.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:50:31	56760/56760	---M--	200	added ('OK')	font/woff2	etag:%22ddb8-5774ff96bb9dc%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?3.8.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.woff2	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
00:50:33	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-57746b2231475%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/fontawesome-webfont3e6e.ttf	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/font-awesome.min.css?ver=4.7.0)
00:50:33	189397/189397	---M--	200	added ('OK')	image/svg+xml	etag:%222e3d5-5774ff96b777e%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?3.8.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
00:50:40	132196/132196	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220464-5774ff96b545c%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?3.8.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.eot	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
00:50:40	68288/68288	---M--	200	added ('OK')	font/woff	etag:%2210ac0-5774ff96ba26f%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?3.8.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.woff	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
00:50:41	159/159	---M--	200	added ('OK')	image/png	etag:%229f-57746b8d97bea%22	http://localhost/wordpress/wp-content/plugins/ocean-extra/assets/img/flickr.png	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/ocean-extra/assets/img/flickr.png	(from http://localhost/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=4.9.8)
00:50:41	3853/3853	---M--	200	added ('OK')	image/png	etag:%22f0d-57746b8d97fd0%22	http://localhost/wordpress/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	(from http://localhost/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=4.9.8)
00:50:41	5661/5661	---M--	200	added ('OK')	text/css	etag:%22161d-577973366c571%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-13.css?ver=1538866169	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/uploads/elementor/css/post-131aef.css	(from http://localhost/wordpress/about/)
00:50:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Oct%202018%2022:50:41%20GMT	http://localhost/wordpress/?p=13	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/index2dc4.html	(from http://localhost/wordpress/about/)
00:50:42	2207/2207	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Oct%202018%2022:50:41%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout%2F	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-json/oembed/1.0/embed4c30.json	(from http://localhost/wordpress/about/)
00:50:42	2300/2300	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Oct%202018%2022:50:41%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout%2F&format=xml	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-json/oembed/1.0/embed8435	(from http://localhost/wordpress/about/)
00:50:47	132036/132036	---M--	200	added ('OK')	font/ttf	etag:%22203c4-5774ff96b8eea%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?3.8.0	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.ttf	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
00:52:03	1992632/1992632	---M--	200	added ('OK')	image/jpeg	etag:%221e67b8-577829e422066%22	http://localhost/wordpress/wp-content/uploads/2018/10/nebula-3840x2160-pink-galaxy-stars-4k-13210.jpg	C:/My%20Web%20Sites/Stay%20beutifull/localhost/wordpress/wp-content/uploads/2018/10/nebula-3840x2160-pink-galaxy-stars-4k-13210.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-11.css?ver=1538863403)
